model,run_name,max_vocab_size,max_seq_len,embed_dim,num_filters,filter_sizes,dropout,batch_size,learning_rate,num_epochs,freeze_embeddings,train_accuracy,train_f1,val_accuracy,val_f1,test_accuracy,test_f1
TextCNN,bs64_do0.5_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,64,0.0005,5,False,0.9053512088919445,0.8724413230860352,0.8694092590516759,0.8230170935417577,0.8703201615229305,0.8245781191015574
TextCNN,bs64_do0.5_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,64,0.0005,5,False,0.9002766455499354,0.8657902275068642,0.8679520233157718,0.8200520719524979,0.8702047880011538,0.8237197350989375
TextCNN,bs64_do0.5_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.5,64,0.001,5,False,0.9151238357151041,0.886783953633754,0.8710906849007959,0.8257446068688582,0.8706662820882607,0.8267636636686655
TextCNN,bs64_do0.5_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.5,64,0.001,5,False,0.91728461752525,0.8887259265521547,0.8709785898441879,0.8240718640185455,0.871012402653591,0.8240777281639415
TextCNN,bs64_do0.5_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,64,0.001,5,False,0.9131103799374682,0.8836460248823103,0.8713148750140118,0.8251469190663651,0.8718200173060283,0.8270762861019735
TextCNN,bs64_do0.5_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,64,0.001,5,False,0.905252991536938,0.8714980130478399,0.8710906849007959,0.8228990958252963,0.8702047880011538,0.8228060989549643
TextCNN,bs64_do0.65_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,64,0.0005,5,False,0.8914207140401709,0.8537754657617459,0.8695213541082838,0.8231134310240092,0.8665128353042977,0.818373305285636
TextCNN,bs64_do0.65_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,64,0.0005,5,False,0.8871482590973825,0.8480258672347368,0.8696334491648918,0.8240359129829962,0.866109027978079,0.8192423436440617
TextCNN,bs64_do0.65_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,64,0.0005,5,False,0.8964625382638446,0.8596740825978775,0.8694092590516759,0.8215675715609493,0.8689933660224979,0.8214878185007933
TextCNN,bs64_do0.65_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,64,0.0005,5,False,0.8974938204914141,0.860364057039452,0.8660464073534357,0.8152267180471252,0.8674358234785117,0.8185130771625907
TextCNN,bs64_do0.65_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,64,0.001,5,False,0.903812470330174,0.8699943807330359,0.8697455442214999,0.8219133378718392,0.8662244014998558,0.8169511514119286
TextCNN,bs64_do0.65_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,64,0.001,5,False,0.8934996480544779,0.8564792847732772,0.8681762134289878,0.8208912031843397,0.8686472454571675,0.8218268715950412
TextCNN,bs64_do0.65_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,64,0.001,5,False,0.8954476255954427,0.8584661298572787,0.8707543997309719,0.8233845216183209,0.8693971733487165,0.8226362152484605
TextCNN,bs64_do0.65_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,64,0.001,5,False,0.9148782923275877,0.8856156471145455,0.8697455442214999,0.8226296033463427,0.8695702336313816,0.8226485817820238
TextCNN,bs64_do0.7_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,64,0.0005,5,False,0.8883596064757976,0.8492947254223537,0.8672794529761237,0.8194078801588978,0.8639746178252091,0.8159162308268861
TextCNN,bs64_do0.7_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,64,0.0005,5,False,0.8899638232742392,0.8513581656822305,0.8679520233157718,0.8203686990843262,0.8655898471300837,0.8173847280957731
TextCNN,bs64_do0.7_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,64,0.0005,5,False,0.8866899114406849,0.8463023940726925,0.8664947875798678,0.8182551353953788,0.8674935102394,0.8193817839266698
TextCNN,bs64_do0.7_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,64,0.0005,5,False,0.8891289757566829,0.8504306206451903,0.8684004035422038,0.8213314534360437,0.8668589558696279,0.8199855057204849
TextCNN,bs64_do0.7_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,64,0.001,5,False,0.9011114930674917,0.8675094746606997,0.8708664947875798,0.8258474512242544,0.8675511970002885,0.8206376398149277
TextCNN,bs64_do0.7_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,64,0.001,5,False,0.8974938204914141,0.861572266414154,0.8681762134289878,0.8219005654680432,0.8681857513700606,0.821062284168022
TextCNN,bs64_do0.7_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,64,0.001,5,False,0.9073155559920771,0.8759866732049386,0.8698576392781079,0.8232004874246486,0.8702624747620421,0.8256120749589421
TextCNN,bs64_do0.7_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,64,0.001,5,False,0.9088379249946799,0.8770784571387709,0.8681762134289878,0.8198322588060979,0.8672627631958465,0.8189068939112788
TextCNN,bs64_do0.75_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,64,0.0005,5,False,0.8832195648971173,0.840059698361108,0.8658222172402197,0.8157212284872455,0.8631670031727718,0.8114465390703627
TextCNN,bs64_do0.75_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,64,0.0005,5,False,0.8859041726006318,0.844938654144156,0.8666068826364758,0.817673047017904,0.8650129795211999,0.8152392636832951
TextCNN,bs64_do0.75_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,64,0.0005,5,False,0.8909296272651378,0.8536363428485104,0.8701939244479319,0.8252115117735785,0.8677242572829535,0.821733078395332
TextCNN,bs64_do0.75_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,64,0.0005,5,False,0.8918954312560363,0.8532843892077953,0.8676157381459477,0.8194042693622542,0.8670320161522931,0.8192874071347506
TextCNN,bs64_do0.75_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,64,0.001,5,False,0.8984596244823126,0.8629662051363819,0.8687366887120278,0.8217419396481856,0.8672627631958465,0.8195120249000728
TextCNN,bs64_do0.75_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,64,0.001,5,False,0.9002766455499354,0.8660481548313953,0.8705302096177558,0.8241927437263863,0.8677819440438419,0.8209822379627028
TextCNN,bs64_do0.75_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,64,0.001,5,False,0.8971664293080588,0.8617400635322828,0.8695213541082838,0.8238585269252418,0.8684164984136141,0.8223232552482996
TextCNN,bs64_do0.75_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,64,0.001,5,False,0.9051711437410991,0.8719521818983432,0.8679520233157718,0.8187065720286256,0.8689933660224979,0.8213332845231965
TextCNN,bs64_do0.8_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,64,0.0005,5,False,0.8814189133886624,0.8390121797009185,0.8668310727496917,0.8183319022662441,0.863340063455437,0.8133702221142705
TextCNN,bs64_do0.8_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,64,0.0005,5,False,0.883383260488795,0.8409741600036279,0.8672794529761237,0.8183696978314843,0.861955581194116,0.8113729274861979
TextCNN,bs64_do0.8_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,64,0.0005,5,False,0.8817135654536823,0.8411363939829183,0.8675036430893398,0.8217200569954862,0.8623593885203346,0.8144962757294413
