model,run_name,max_vocab_size,max_seq_len,embed_dim,num_filters,filter_sizes,dropout,batch_size,learning_rate,num_epochs,freeze_embeddings,train_accuracy,train_f1,val_accuracy,val_f1,test_accuracy,test_f1
TextCNN,bs32_do0.8_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,32,0.0005,10,False,0.9014552538100149,0.8666854729050452,0.8689608788252438,0.8201842085365163,0.8683588116527257,0.8197313224525401
TextCNN,bs32_do0.8_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,32,0.0005,10,False,0.9037306225343351,0.8703157453706246,0.8703060195045399,0.8233409464828069,0.8669166426305163,0.818975158483228
TextCNN,bs32_do0.8_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,32,0.0005,10,False,0.9011442321858273,0.8663648819564566,0.8708664947875798,0.8239586825150832,0.868704932218056,0.820962994721023
TextCNN,bs32_do0.8_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.8,32,0.0005,10,False,0.8948746910245707,0.8587585910345547,0.8717632552404438,0.8258346202655407,0.8691664263051629,0.8234520407859455
TextCNN,bs32_do0.8_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,32,0.001,10,False,0.9102293375239405,0.8792945947568884,0.8688487837686358,0.8217189139071263,0.8663397750216325,0.8182883186130908
TextCNN,bs32_do0.8_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,32,0.001,10,False,0.9069881648087217,0.8752986515613634,0.8697455442214999,0.823895876445424,0.8647822324776464,0.8167048423809259
TextCNN,bs32_do0.8_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,32,0.001,10,False,0.9008495801208073,0.8654088205233995,0.8701939244479319,0.8213846593341247,0.867320449956735,0.8177662320388848
TextCNN,bs32_do0.8_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.8,32,0.001,10,False,0.9041234919543617,0.8715549694712731,0.8687366887120278,0.8226656555228796,0.8691087395442746,0.8239560360927779
TextCNN,bs64_do0.5_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.5,64,0.0005,10,False,0.9098364681039139,0.8797568817965452,0.8712027799574039,0.8266475468589491,0.8706085953273723,0.8258773374340077
TextCNN,bs64_do0.5_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.5,64,0.0005,10,False,0.9144363142300578,0.885023187152511,0.8707543997309719,0.8238176434842145,0.8697432939140467,0.8230727914273043
TextCNN,bs64_do0.5_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,64,0.0005,10,False,0.9118990325590531,0.881076349739915,0.8713148750140118,0.8240728090449864,0.8702047880011538,0.8231306110365152
TextCNN,bs64_do0.5_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,64,0.0005,10,False,0.932622894465452,0.9100307633053605,0.8699697343347158,0.822038783655711,0.8701471012402654,0.8238226487999093
TextCNN,bs64_do0.5_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.5,64,0.001,10,False,0.8968390381247033,0.8604032754303507,0.8717632552404438,0.8255240708167949,0.8672627631958465,0.8193900531232545
TextCNN,bs64_do0.5_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.5,64,0.001,10,False,0.9288578958568646,0.9045124937516965,0.8697455442214999,0.8218179596385128,0.8688203057398327,0.8206422261498268
TextCNN,bs64_do0.5_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.5,64,0.001,10,False,0.9459804547463537,0.9287332261879326,0.8709785898441879,0.8252202022083628,0.8697432939140467,0.8239861449052098
TextCNN,bs64_do0.5_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.5,64,0.001,10,False,0.926893548756732,0.9021340908021732,0.8717632552404438,0.8252371642101203,0.8673781367176233,0.8211554434207627
TextCNN,bs64_do0.65_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,64,0.0005,10,False,0.9062351650870042,0.8728689850390413,0.8700818293913238,0.8222282098276305,0.8683588116527257,0.8199350346842657
TextCNN,bs64_do0.65_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,64,0.0005,10,False,0.9065625562703596,0.8740378934969165,0.8705302096177558,0.8232635661424078,0.8695125468704932,0.8225358714565248
TextCNN,bs64_do0.65_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,64,0.0005,10,False,0.916711682954378,0.8881483661030934,0.8692971639950678,0.8227067422116813,0.871473896740698,0.8259627581975827
TextCNN,bs64_do0.65_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,64,0.0005,10,False,0.9274173746501007,0.9027569754038712,0.8713148750140118,0.8245397332826981,0.8710700894144794,0.8246863449112878
TextCNN,bs64_do0.65_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.65,64,0.001,10,False,0.8994090589140434,0.8640820760689364,0.8691850689384598,0.8217034114593748,0.8683011248918373,0.8209639590649909
TextCNN,bs64_do0.65_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.65,64,0.001,10,False,0.9118990325590531,0.881664113731898,0.8701939244479319,0.8231437342496478,0.8679550043265071,0.820785332741356
TextCNN,bs64_do0.65_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.65,64,0.001,10,False,0.8970354728347165,0.8617398364892503,0.8694092590516759,0.8229878018454485,0.870550908566484,0.8251433716469555
TextCNN,bs64_do0.65_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.65,64,0.001,10,False,0.9149110314459231,0.8864004406065158,0.8699697343347158,0.8246434533659427,0.869800980674935,0.8250311372274987
TextCNN,bs64_do0.7_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,64,0.0005,10,False,0.9094435986838875,0.8783910727916026,0.8704181145611478,0.8245833852196011,0.8691087395442746,0.82271898351111
TextCNN,bs64_do0.7_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,64,0.0005,10,False,0.8989998199348491,0.8626673597317888,0.8691850689384598,0.82072860703723,0.8692241130660513,0.8217254105568784
TextCNN,bs64_do0.7_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,64,0.0005,10,False,0.9044181440193816,0.8714067349255973,0.8703060195045399,0.8238530530380221,0.8711277761753677,0.8254795787177539
TextCNN,bs64_do0.7_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,64,0.0005,10,False,0.9011442321858273,0.8659526359007609,0.8701939244479319,0.8218560664981006,0.870550908566484,0.8227974933847819
TextCNN,bs64_do0.7_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,64,0.001,10,False,0.9069390561312184,0.875263989345951,0.8722116354668759,0.826968145960746,0.8680126910873954,0.8209514376351862
TextCNN,bs64_do0.7_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,64,0.001,10,False,0.8904549100492724,0.852595033284934,0.8694092590516759,0.8232307359904407,0.8663397750216325,0.8190669663888391
TextCNN,bs64_do0.7_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,64,0.001,10,False,0.913847010100018,0.8844599423211063,0.8709785898441879,0.8243006696185837,0.8685318719353908,0.8222236426539014
TextCNN,bs64_do0.7_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,64,0.001,10,False,0.9018644927892092,0.8694386377651248,0.8698576392781079,0.8253682947322973,0.8688203057398327,0.8245652946827859
TextCNN,bs64_do0.75_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,64,0.0005,10,False,0.8980176463847829,0.8628232047371288,0.8718753502970519,0.8268446187985083,0.8675511970002885,0.8206993410777259
TextCNN,bs64_do0.75_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,64,0.0005,10,False,0.894923799702074,0.8573010665720373,0.8681762134289878,0.8194610508376806,0.8677242572829535,0.818779601193615
TextCNN,bs64_do0.75_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,64,0.0005,10,False,0.904238078868536,0.8710336491491844,0.8708664947875798,0.824569826972422,0.8685318719353908,0.8219095900557282
TextCNN,bs64_do0.75_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,64,0.0005,10,False,0.9095745551572296,0.879620654025684,0.8685124985988117,0.8229919632026683,0.8685895586962792,0.8236044807925446
TextCNN,bs64_do0.75_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,64,0.001,10,False,0.9020609274992224,0.867552383337901,0.8714269700706199,0.8241199332476402,0.8673781367176233,0.8186281111329593
